Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
CREDITACC,EQ,1545,-0.28,24783.55,0.12,1.82
RAMCOIND,EQ,352.9,-1.13,3064.64,0.51,1.82
ALGOQUANT,EQ,65.45,-0.83,1839.77,2.76,1.82
TALBROAUTO,EQ,428.75,2.21,2646.59,0.43,1.82
THOMASCOTT,EQ,315.95,-8.92,463.51,0.56,1.8
MARSONS,EQ,106.31,1.71,1829.6,1.67,1.77
AFCONS,EQ,271,0.82,9966.96,0.66,1.77
GAEL,EQ,170.99,-1.05,7842.81,1.03,1.77
SANDUMA,EQ,197.02,-0.5,9577.24,0.9,1.76
UNIVCABLES,EQ,1639,-0.33,5686.57,0.11,1.76
RELINFRA,BE,65.78,-2,2687.98,2.68,1.76
VAIBHAVGBL,EQ,226.9,-0.61,3803.25,0.78,1.76
KSCL,EQ,762,-2.3,3919.66,0.23,1.76
RIR,EQ,171.69,3.83,1366.18,1.02,1.75
OSWALSEEDS,EQ,14.13,16.3,129.25,12.54,1.75
MAWANASUG,EQ,119.7,3.15,468.23,1.46,1.74
EXICOM,EQ,147.46,-2.85,2050.87,1.17,1.74
INDIAGLYCO,EQ,1075,1.31,7205.38,0.16,1.72
ORISSAMINE,EQ,4868.3,-0.3,2920.98,0.04,1.71
ABSLAMC,EQ,1011.2,0,29250.35,0.17,1.71
RTNPOWER,EQ,8.35,-1.18,4484.04,20.2,1.7
GHCL,EQ,434.3,1.24,4001.23,0.39,1.69
BAJAJELEC,EQ,361.4,-0.28,4170.29,0.47,1.69
ASHOKA,EQ,111.53,-0.77,3130.91,1.51,1.69
LINDEINDIA,EQ,6676.5,-0.29,56940.01,0.03,1.68
AEROENTER,EQ,129.51,1.22,1465.59,1.3,1.68
STAR,EQ,974.5,0.69,8982.23,0.17,1.66
WELENT,EQ,568.7,1.25,7871.59,0.29,1.66
ITCHOTELS,EQ,165.43,0.3,34458.68,1.01,1.66
TORNTPOWER,EQ,1302.5,-0.5,65633.44,0.13,1.66
VGUARD,EQ,327.85,0.34,14324.26,0.5,1.65
MUKKA,EQ,27.1,2.26,813,6.04,1.65
SYNCOMF,EQ,15.2,1.88,1428.8,10.94,1.65
WHEELS,EQ,1422.4,-0.92,3475.35,0.11,1.65
AVANTEL,EQ,158.12,-0.24,4201.42,1.03,1.64
PGHH,EQ,8395,-0.37,27250.79,0.02,1.62
AGL,EQ,14.16,-5.03,1391.62,11.39,1.62
KROSS,EQ,208.73,-0.7,1346.51,0.77,1.61
NETWORK18,EQ,29.15,0.48,4494.93,5.39,1.57
JINDWORLD,EQ,35.43,0.48,3552.22,4.45,1.57
WINDLAS,EQ,944.05,-0.57,1948.16,0.16,1.57
GMRP&UI,EQ,96.37,-0.72,7526.67,1.61,1.55
PHARMABEES,EQ,27.24,-0.04,1700.14,5.67,1.55
SUNDARMFIN,EQ,4489.9,0.43,49884.52,0.03,1.55
IVALUE,EQ,280,0.43,1529.65,0.55,1.55
BANCOINDIA,EQ,613.3,-0.78,8772.48,0.25,1.54
IMFA,EQ,1406.6,0.15,7589.18,0.11,1.54
ARTEMISMED,EQ,316.05,0.41,5002.24,0.48,1.53
ADOR,EQ,1550.1,0.75,2697.61,0.1,1.53
TINNARUBR,EQ,1072.8,-1.55,1932.73,0.14,1.52
CCL,EQ,1131.7,-0.15,15111.35,0.13,1.52
METALIC,SM,127.05,1.76,304.72,1.2,1.52
JUSTDIAL,EQ,677.45,-0.52,5761.65,0.22,1.52
IOB,EQ,33.37,-0.65,64259.24,4.55,1.52
METALIETF,EQ,13.07,0,993.86,11.63,1.52
JSL,EQ,738.95,0.15,60920.49,0.2,1.5
LOTUSDEV,BE,172.48,0.02,8429.51,0.87,1.5
POWERMECH,EQ,2455.9,0.03,7764.65,0.06,1.49
HDBFS,EQ,681.3,-0.82,56591.77,0.22,1.48
UNIVASTU,BE,168,4.55,604.58,0.88,1.48
GENESYS-RE,BE,109.5,-8.1,274.47,1.3,1.48
HEMIPROP,EQ,135.53,2.41,3862.61,1.09,1.48
VIDYAWIRES,EQ,88.65,-0.89,1885.52,1.67,1.48
MONTECARLO,EQ,519,2.08,1075.99,0.28,1.47
ADVAIT,EQ,2081.4,-0.66,2277.68,0.07,1.47
RESPONIND,EQ,163.29,-1.57,4353.45,0.91,1.47
NIACL,EQ,177.72,-0.76,29288.26,0.82,1.47
COHANCE,EQ,439.55,-0.25,16817.07,0.33,1.46
DCXINDIA,EQ,175.17,-0.58,1951.16,0.84,1.46
SKFINDIA,EQ,1575.7,0.15,7789.94,0.09,1.46
RCF,EQ,123.64,-0.33,6821.07,1.18,1.46
GARUDA,EQ,183.99,0.52,1711.88,0.79,1.45
APOLLOTYRE,EQ,441.85,-0.51,28061.94,0.33,1.45
SILVER1,EQ,22.69,1.16,3724.83,6.38,1.45
ESABINDIA,EQ,6322,1.44,9731.47,0.02,1.45
JAIBALAJI,EQ,69.32,-1.81,6323.77,2.04,1.44
ATULAUTO,EQ,496.4,0.36,1377.57,0.29,1.44
CPSEETF,EQ,93.89,0.04,19289.71,1.53,1.44
INDIAMART,EQ,1792,0.12,10777.65,0.08,1.43
CONFIPET,EQ,71.96,-0.04,2390.81,1.99,1.43
TRIDENT,EQ,24.46,0.49,12464.71,5.85,1.43
EPACK,EQ,213.39,-0.97,2053.42,0.67,1.42
AGI,EQ,711.5,1.09,4603.22,0.2,1.42
MINDSPACE,RR,499.47,0.85,33064.59,0.28,1.42
CAPILLARY,EQ,534.65,-0.63,4255.21,0.26,1.41
FILATEX,EQ,80.27,-1.38,3564.46,1.73,1.4
BASF,EQ,4063.9,-0.34,17590.85,0.03,1.4
ESCONET,SM,205,-3.89,270.52,0.63,1.4
PFOCUS,EQ,270.5,0.33,21004.07,0.52,1.39
ERIS,EQ,1334,-1.8,18487.01,0.1,1.38
SKMEGGPROD,EQ,256.56,-1.13,1351.04,0.54,1.38
NEXT50IETF,EQ,78.67,0.11,2723.68,1.76,1.38
TIPSMUSIC,EQ,660.4,-1.57,8442,0.21,1.38
SEIL,EQ,207.04,-2.67,3333.34,0.67,1.38
BAYERCROP,EQ,4047.7,0.05,20281.91,0.03,1.38
VIVIDEL,ST,1640,4.68,1457.6,0.08,1.37
KOLTEPATIL,EQ,474.6,-0.65,4208.76,0.29,1.37
METROPOLIS,EQ,548.3,0.51,11370.04,0.25,1.37
SHRIRAMPPS,EQ,75.9,-2.83,1295.27,1.77,1.36
SAKAR,EQ,876.85,0.1,1950.98,0.15,1.36
SGFIN,EQ,656.55,-0.83,3669.79,0.21,1.36
SPAL,EQ,936.85,-0.05,2355.14,0.15,1.36
ANUP,EQ,1837.5,-0.83,3680.78,0.07,1.36
WANBURY,EQ,255.65,-2.18,893.23,0.52,1.35
JBMA,EQ,621.45,-0.24,14696.94,0.22,1.35
MBEL,EQ,275.65,1.94,1575.29,0.49,1.35
IXIGO,EQ,171.12,-1.67,7547.15,0.78,1.34
HATSUN,EQ,972.75,-0.82,21667.84,0.14,1.33
CEINSYS,EQ,811.8,-0.72,1699.72,0.16,1.33
STUDDS,EQ,442.8,4.13,1742.57,0.31,1.33
VENKEYS,EQ,1548.7,1.35,2181.71,0.09,1.32
LANDMARK,EQ,510.25,-0.27,2115.75,0.26,1.31
OPTIMYSTIX,ST,195,3.17,453.74,0.7,1.31
SIRCA,EQ,426.5,-0.09,2422.21,0.31,1.3
COROMANDEL,EQ,2106.9,0.55,62157.01,0.06,1.3
SOLARA,EQ,502.65,-1.88,2402.28,0.25,1.29
RAILTEL,EQ,280.45,-0.6,9000.72,0.46,1.29
VIKRAN,EQ,62,-0.35,1599.05,2.06,1.28
SHARDACROP,EQ,781.3,-0.65,7048.93,0.16,1.27
SETFNIF50,EQ,262.16,-0.34,215959.64,0.49,1.27
REMSONSIND,EQ,81.9,-7.2,285.66,1.55,1.27
KOTHARIPET,EQ,136.67,-5.04,804.25,0.94,1.27
MOCAPITAL,EQ,52.89,-0.69,274.9,2.41,1.27
ABLBL,EQ,88,-0.87,10740.59,1.44,1.27
PANACEABIO,EQ,403,1.65,2468.41,0.32,1.27
UBL,EQ,1368.8,-0.57,36191.78,0.09,1.26
HONAUT,EQ,36885,-0.86,32611.96,0,1.26
AFFLE,EQ,1657.1,-0.7,23345.12,0.08,1.26
EMSLIMITED,EQ,364,0.36,2021.32,0.35,1.25
MUTHOOTMF,EQ,207.52,-0.43,3538.05,0.6,1.25
KIRLOSBROS,EQ,1932.6,1.42,15346.57,0.06,1.24
SRM,EQ,472.45,-2.33,1084,0.26,1.24
JINDALSAW,EQ,265.1,-0.75,16953.36,0.46,1.23
HIRECT,EQ,1251.7,-0.34,4302.37,0.1,1.23
SBFC,EQ,93.9,-0.16,10397.61,1.31,1.22
PAKKA,EQ,83.1,11.69,373.52,1.51,1.22
SWARAJ,EQ,368.55,-0.35,973.64,0.33,1.22
KAPSTON,EQ,573.4,-2.55,1744.98,0.21,1.22
SILVERBETA,EQ,225.87,1.15,1488.33,0.54,1.21
FEDFINA,EQ,150,-0.58,5625.25,0.8,1.21
RAMCOSYS,EQ,593.8,-0.32,2232.49,0.2,1.21
ICEMAKE,EQ,739.45,-1.62,1166.83,0.16,1.2
VINATIORGA,EQ,1345.7,0.55,13950.28,0.09,1.2
ACI,EQ,504.75,0.29,6231.56,0.23,1.18
TIMEX,EQ,527.95,0.63,5329.66,0.23,1.18
SURAJEST,EQ,210.26,-1.89,1004.48,0.55,1.18
HINDOILEXP,EQ,153.5,0.92,2029.93,0.77,1.18
SIGACHI,EQ,26.6,-2.49,1016.43,4.36,1.18
EMBDL,EQ,61.2,-0.68,8510.68,1.91,1.17
ARMANFIN,EQ,1953.3,-0.82,2053.85,0.06,1.16
GODAVARIB,EQ,244.4,-1.15,1250.74,0.48,1.16
RPEL,EQ,1421.4,-0.87,6527.35,0.08,1.16
TVSHLTD,EQ,13966,-0.2,28256.16,0.01,1.16
IIFLCAPS,EQ,334.4,-0.24,10527.13,0.35,1.16
GULPOLY,EQ,190.09,1.07,1185.6,0.6,1.15
RELTD,EQ,158.95,-3.49,3155.94,0.72,1.15
TEMBO,EQ,61.25,0.74,1135.89,1.89,1.15
KMCSHIL,EQ,139.72,5.21,2278.62,0.82,1.14
RAJRATAN,EQ,509,-1.32,2584.24,0.22,1.13
MPSLTD,EQ,2823.4,0.52,4829.66,0.04,1.13
DOMS,EQ,2213.4,-0.11,13432.76,0.05,1.12
AVL,EQ,615.8,-1.42,7952.32,0.18,1.12
AAVAS,EQ,1385.5,-0.85,10985.63,0.08,1.12
INNOVACAP,EQ,1051.5,1.5,6017.2,0.11,1.12
HCG,EQ,704.3,-1.4,10515.35,0.16,1.12
CALSOFT,EQ,24.83,0.93,86.99,4.54,1.12
BOSCH-HCIL,EQ,1635.8,-1.11,4447.88,0.07,1.12
PGINVIT,IV,100.44,0.3,9140.03,1.11,1.11
JAYKAY,EQ,152.3,-2.29,1984.27,0.72,1.11
BANKIETF,EQ,58.95,-0.46,3052.67,1.89,1.11
CSBBANK,EQ,320,0.06,5551.55,0.35,1.11
RITES,EQ,220.45,-0.28,10594.91,0.5,1.11
FISCHER,EQ,36.74,-4.92,2382.65,3.03,1.11
UCAL,EQ,146.5,4.76,323.96,0.76,1.11
RELIGARE,EQ,233,-0.75,7756.35,0.47,1.1
LATENTVIEW,EQ,285.35,0.05,5904.6,0.39,1.1
IGARASHI,EQ,465.8,1.91,1466.11,0.24,1.1
SCHAEFFLER,EQ,4037.7,-0.14,63110.73,0.03,1.1
TVSSCS,EQ,123.05,-0.28,5428.72,0.89,1.1
LIQUIDADD,EQ,1140.64,0.01,1631,0.1,1.09
SURYAROSNI,EQ,222.26,-0.32,4837.18,0.49,1.09
JSWCEMENT,EQ,129.37,-0.5,17637.85,0.84,1.09
JUBLCPL,EQ,2340.1,-2.8,3545.83,0.05,1.08
GANECOS,EQ,1062.3,0.16,2846.54,0.1,1.08
WAKEFIT,EQ,120.64,-0.61,3997.19,0.89,1.08
MAGADSUGAR,EQ,564.05,3.82,794.84,0.19,1.08
HDFCLIQUID,EQ,1074.04,0.01,71,0.1,1.07
UCOBANK,EQ,25.91,-0.35,32490,4.11,1.06
JYOTISTRUC,EQ,10.59,-0.28,1264.09,9.94,1.06
TARC,EQ,122.85,-1.88,3625.26,0.85,1.05
KABRAEXTRU,EQ,507.85,-1.85,1776.1,0.21,1.05
VTL,EQ,597.4,1.15,17293.28,0.18,1.05
VISHNU,EQ,613.75,0.93,4131.48,0.17,1.05
DBL,EQ,412.35,0,6698.41,0.25,1.05
BCLIND,EQ,35.73,0.28,1054.62,2.92,1.05
GODIGIT,EQ,255.15,-1.73,23594.68,0.41,1.05
NIITLTD,EQ,96.4,0.89,1319.16,1.08,1.05
PATELENG,EQ,28.23,-0.77,2800.82,3.7,1.05
INOXGREEN,EQ,183.43,-1.95,7364.57,0.57,1.05
CNL,EQ,1252.75,0.78,1881.21,0.08,1.04
LUXIND,EQ,1186.4,-0.14,3567.7,0.09,1.04
THOMASCOOK,EQ,104.41,-1.39,4911.24,0.99,1.04
JYOTHYLAB,EQ,197.39,-0.99,7248.45,0.53,1.04
BFUTILITIE,EQ,536.85,0.61,2022.19,0.2,1.04
ARROWGREEN,BE,779.9,-3.61,1176.71,0.13,1.04
HARIOMPIPE,EQ,349.25,-0.75,1081.53,0.3,1.04
KRSNAA,EQ,558.15,-2.98,1810.56,0.18,1.03
VALIANTORG,BE,308.3,-4.99,864.31,0.33,1.03
AIIL,EQ,557.65,-1.28,47357.06,0.18,1.03
WSTCSTPAPR,EQ,611.8,0.07,4040.87,0.17,1.03
ZYDUSWELL,EQ,504.7,-1.1,16057.57,0.2,1.03
NEPHROPLUS,EQ,699.85,0.45,7037.62,0.15,1.03
GIPCL,EQ,173.55,-1.26,2693.77,0.59,1.02
LAXMIINDIA,EQ,128.82,3.57,674.93,0.79,1.02
SUBEXLTD,EQ,14.27,2.81,801.98,7.17,1.02
IONEXCHANG,EQ,371.4,-0.42,5447.2,0.27,1.01
ISGEC,EQ,727.8,-0.59,5351.48,0.14,1.01
RAMRAT,EQ,469,-1.27,4378.07,0.22,1.01
MANALIPETC,EQ,69.39,0.17,1193.5,1.46,1.01
STANLEY,EQ,135.55,-0.49,774.34,0.75,1.01
POKARNA,EQ,938.45,-1.46,2909.57,0.11,1.01
SMSPHARMA,EQ,362.4,0.29,3393.95,0.28,1.01
NILKAMAL,EQ,1830.1,-1.61,2730.97,0.05,1.01
DPABHUSHAN,EQ,1405.2,-1.69,3207.78,0.07,1
TCPLPACK,EQ,4017.5,-1.74,3655.93,0.02,1
MONOLITH,SM,977.95,2.92,2125.67,0.1,1
EIHOTEL,EQ,296.5,-1.28,18542.05,0.34,1
BLSE,EQ,313.65,-0.19,2849.71,0.31,0.99
ARIS,EQ,133.55,-0.4,1092.36,0.74,0.99
ALIVUS,EQ,1376,-0.77,16893.35,0.07,0.98
DIGITIDE,EQ,97.73,-2.36,1457.26,1,0.98
JUNIPER,EQ,194.28,0.67,4322.78,0.51,0.98
ELITECON,EQ,17.59,2.45,2811.76,5.56,0.97
JKLAKSHMI,EQ,549.3,0.05,6819.25,0.18,0.97
STOVEKRAFT,EQ,742.55,-1.09,2458.38,0.13,0.96
POWERICA,EQ,547,-0.54,6922.39,0.17,0.95
SILVERAXIS,EQ,232.61,1.17,2083.65,0.41,0.95
ASTRAZEN,EQ,7645,-1.39,19112.5,0.01,0.94
HIMATSEIDE,EQ,72.13,-1.12,906.98,1.31,0.94
LIQGRWBEES,EQ,1051.95,0.01,150.25,0.09,0.94
LAXMIDENTL,EQ,202.26,0.22,1111.66,0.46,0.94
GROWWDEFNC,EQ,98.7,0.62,367.74,0.95,0.94
FINPIPE,EQ,157.85,-0.87,9794.23,0.59,0.93
HGINFRA,EQ,515.6,-1.56,3360.22,0.18,0.93
DDEVPLSTIK,EQ,273.65,-1.19,2831.64,0.34,0.93
SPORTKING,EQ,198.01,-0.94,2516.15,0.47,0.93
MEDPLUS,EQ,661,-1.19,7941.06,0.14,0.92
PLAZACABLE,EQ,55.1,-2.27,241.07,1.58,0.92
NUVOCO,EQ,327.85,-1.12,11709.36,0.28,0.91
VSTTILLERS,EQ,4525.7,0.31,3915.98,0.02,0.91
VPRPL,EQ,33.43,1.73,416.68,2.73,0.91
FERMENTA,EQ,452.95,0.64,1333.08,0.2,0.9
MASTEK,EQ,1821.8,-0.57,5648.02,0.05,0.9
GALAPREC,EQ,1006.1,0.55,1289.44,0.09,0.9
AUTOBEES,EQ,303.5,0.19,504.04,0.3,0.9
BFINVEST,EQ,462.6,-0.18,1742.5,0.19,0.9
SUPRAJIT,EQ,522.25,-0.45,7164.19,0.17,0.9
SFL,EQ,688.9,-1.58,7523.02,0.13,0.9
ARKADE,EQ,131.51,-1.37,2441.66,0.68,0.9
SHAREINDIA,EQ,173.41,-0.61,3771.53,0.52,0.89
SPECTRUM,BE,2199,-1.69,3455.47,0.04,0.89
GLOBAL,EQ,110.02,3.38,560.02,0.82,0.89
VIMTALABS,EQ,614.5,-0.41,2746.01,0.14,0.89
TNPETRO,EQ,109.95,-0.88,989.24,0.8,0.89
PENIND,EQ,153.15,0.47,2066.7,0.57,0.88
DBOL,EQ,121.71,1.59,808,0.71,0.88
VMARCIND,SM,360.25,-1.52,5278.53,0.24,0.87
HITECH,EQ,78.03,-0.24,1584.85,1.12,0.87
WHIRLPOOL,EQ,778.35,-0.07,9875.07,0.11,0.87
BBTC,EQ,1462,-0.42,10200.65,0.06,0.87
MODINATUR,BE,380.65,-4.99,506.51,0.23,0.86
NACLIND,EQ,167.46,0.55,3922.64,0.52,0.86
SWELECTES,EQ,624.8,1.31,947.12,0.14,0.86
C2C,SM,245.95,-3,417.34,0.35,0.86
MAITHANALL,EQ,966.9,-0.45,2814.8,0.09,0.86
UNIECOM,EQ,84.22,-2.13,946.46,1.01,0.86
ARVINDFASN,EQ,444.2,-0.82,5936.39,0.19,0.86
EMAMILTD,EQ,401.85,-0.36,17540.75,0.21,0.85
SURYODAY,EQ,151.56,-0.33,1610.93,0.56,0.84
BHARATSE,EQ,244.39,-1.48,1534.77,0.34,0.84
CAPACITE,EQ,213.22,-0.61,1803.93,0.39,0.84
FLYSBS,SM,456.8,3.48,790.44,0.19,0.84
CLEANMAX,EQ,1236.7,-0.95,14502.93,0.07,0.84
MACPOWER,EQ,1764.9,0.89,1765.63,0.05,0.84
IFBIND,EQ,1385,0.1,5611.85,0.06,0.84
MMP,EQ,345.7,2.43,878.17,0.24,0.83
GULFOILLUB,EQ,1169,0.84,5793.04,0.07,0.83
METROGLOBL,EQ,165,12.93,203.52,0.53,0.83
HERITGFOOD,EQ,358.55,0.15,3327.2,0.23,0.82
MMTC,EQ,64.01,-0.53,9601.5,1.28,0.82
SYNGENE,EQ,400.3,-0.29,16158.88,0.2,0.82
GOKULAGRO,EQ,232.57,0.4,6862.83,0.35,0.82
TTKHLTCARE,EQ,1160.1,0.21,1639.26,0.07,0.82
SHRINGARMS,EQ,224.69,0.64,2166.73,0.37,0.82
CIEINDIA,EQ,409.35,0.39,15529.2,0.2,0.82
DATAMATICS,EQ,863.75,-0.29,5105.31,0.09,0.82
JARO,EQ,446.75,-1.48,994.93,0.18,0.82
HNGSNGBEES,EQ,484.11,0.3,1141.85,0.17,0.81
GILLETTE,EQ,7599.5,-0.01,24763.14,0.01,0.81
TIRUMALCHM,EQ,157.59,-1.3,1899.79,0.51,0.8
CARBORUNIV,EQ,1150.4,-0.1,21914.37,0.07,0.8
VIPIND,EQ,298.45,-0.45,4239.54,0.27,0.8
ELECTCAST,EQ,71.16,0.59,4399,1.13,0.8
KOHINOOR,EQ,27.66,-0.22,102.54,2.87,0.8
JTLIND,EQ,75.12,-0.16,2952.83,1.06,0.8
GROWWPOWER,EQ,11.51,0.17,276.86,6.86,0.79
JAICORPLTD,EQ,101.06,0.43,1773.65,0.77,0.78
DCW,EQ,44.54,1.11,1314.62,1.75,0.78
ALPHA,EQ,53.96,-0.02,901.28,1.44,0.77
VRLLOG,EQ,300,1.25,5248.11,0.26,0.77
SALASAR,EQ,6,0.67,1048.77,13.03,0.77
QUADFUTURE,EQ,361.35,0.25,1445.4,0.21,0.77
PRUDENT,EQ,3322.3,2,13756.54,0.02,0.77
SEPC,EQ,5.73,-0.69,1100.37,13.39,0.77
SWARAJENG,EQ,3627,-0.31,4406.76,0.02,0.77
DIFFNKG,EQ,391.3,-0.17,1464.49,0.19,0.76
SHK,EQ,167.97,-1.61,2325.05,0.45,0.76
INDRAMEDCO,EQ,372.5,-0.24,3414.82,0.2,0.76
JSWDULUX,EQ,3164,-0.11,14408.96,0.02,0.75
PVTBANIETF,EQ,27.59,-0.07,3977.62,2.73,0.75
GATEWAY,EQ,55,0.26,2748.04,1.37,0.75
CHANDAN,SM,253,2.02,618.64,0.3,0.75
DOLATALGO,EQ,71.95,3.67,1266.32,1.04,0.75
KIOCL,EQ,386.35,-0.82,23480.46,0.19,0.74
HIKAL,EQ,214.65,-1.53,2646.65,0.34,0.74
SANOFI,EQ,3216,-0.83,7406.65,0.02,0.74
KILITCH,BE,172.6,-4.99,603.44,0.43,0.73
DODLA,EQ,1093.7,-1.42,6598.05,0.07,0.73
CRAMC,EQ,253.75,-0.96,5060.22,0.29,0.73
CRIZAC,EQ,178.09,-0.69,3116.26,0.41,0.73
CRISIL,EQ,4469.9,-0.13,32688.39,0.02,0.73
SHUKRAPHAR,EQ,42.73,3.16,1878.47,1.69,0.73
STARCEMENT,EQ,200.97,0.45,8288.59,0.36,0.73
AARTIDRUGS,EQ,416.05,-0.07,3797.29,0.17,0.73
INTERARCH,EQ,1732,-0.24,2904.88,0.04,0.73
MANINFRA,EQ,106.1,-0.05,4282.9,0.69,0.73
MAHSEAMLES,EQ,608.85,-0.59,8158.54,0.12,0.72
XPROINDIA,EQ,1115,1.64,2616.95,0.07,0.72
PURPLEUTED,ST,370.45,4.99,356,0.2,0.72
CAMPUS,EQ,218.13,-0.12,6667.79,0.33,0.72
SDBL,EQ,73.07,-1.52,1441.5,0.98,0.72
BUILDPRO,EQ,1240.3,-0.66,3007.64,0.06,0.71
INFLUX,SM,294.5,2.85,681.78,0.25,0.71
RSL,EQ,165.1,-0.19,1379.7,0.43,0.71
JAYBARMARU,EQ,128.89,0.81,1395.23,0.55,0.71
HLEGLAS,EQ,327.5,-0.06,2274.64,0.22,0.71
738GS2027,GS,102.18,-0.14,145095.6,0.69,0.71
GRINDWELL,EQ,2155.5,-0.55,23865.7,0.03,0.7
IITL,EQ,149.38,1.14,336.82,0.47,0.7
EMUDHRA,EQ,519.9,0.21,4305.38,0.13,0.7
GALLANTT,EQ,580.1,-0.34,13996.71,0.12,0.7
CSM,EQ,99.93,-0.77,515.67,0.7,0.69
SMALLCAP,EQ,48.34,-0.21,980.23,1.42,0.69
ZUARI,EQ,220.9,0.15,929.06,0.31,0.69
MAHLIFE,EQ,378.45,-1.68,8075.13,0.18,0.69
ANONDITA,SM,1140,1.98,2061.87,0.06,0.69
TTML,EQ,38.24,-0.91,7475.64,1.79,0.69
REGAAL,EQ,83.32,-3.12,858.14,0.81,0.68
GROWWSLVR,EQ,22.94,1.24,324.36,2.99,0.68
INDIACEM,EQ,375.85,0.15,11647.49,0.18,0.68
SUNTECK,EQ,296.05,-1,4347.26,0.23,0.68
GKENERGY,EQ,126.9,-0.58,2573.75,0.54,0.68
LTFOODS,EQ,418.55,-0.3,14534.27,0.16,0.68
CENTENKA,EQ,571.2,0.36,1248.11,0.12,0.68
HUHTAMAKI,EQ,275.5,-0.56,2080.63,0.24,0.68
DCMSHRIRAM,EQ,1022.8,-0.19,15949.78,0.07,0.68
DELTACORP,EQ,60.31,0.45,1614.93,1.11,0.67
NIITMTS,EQ,239.57,-0.58,3306.13,0.28,0.67
ASAL,EQ,503.9,0.96,799.41,0.13,0.67
JISLJALEQS,EQ,26.4,-0.34,1886.57,2.54,0.67
GTLINFRA,EQ,1.22,0.83,1551.43,55.43,0.67
WOMANCART,SM,100.1,-1.67,82.21,0.62,0.66
VEEDOL,EQ,1518.1,0.34,2645.14,0.04,0.66
IRISDOREME,EQ,58.64,1.23,1116.1,1.14,0.66
SULA,EQ,149.02,-0.61,1258.43,0.45,0.66
CHALET,EQ,830.5,0.65,18187.46,0.08,0.66
MIDCAPETF,EQ,23.96,-0.08,1846.16,2.76,0.66
SPLPETRO,EQ,724.1,-0.34,13616.07,0.09,0.65
INDOTECH,EQ,3539,-0.54,3758.42,0.02,0.65
FMCGIETF,EQ,52.1,-0.5,750.21,1.25,0.65
GOCLCORP,EQ,400.4,0.83,1984.88,0.16,0.65
EKC,EQ,110.81,0.36,1243.37,0.58,0.64
CUBEINVIT,IV,159.77,0.36,21474.2,0.4,0.64
DOLPHIN,EQ,522.9,2.91,2091.84,0.12,0.64
APLLTD,EQ,823.8,-0.9,16192.87,0.08,0.64
NOCIL,EQ,163,0.98,2722.51,0.39,0.63
PSB,EQ,23.37,-0.93,16582.38,2.68,0.62
ZFCVINDIA,EQ,2614.7,-0.83,29756.73,0.02,0.62
ICICIB22,EQ,115.62,-0.02,10118.76,0.54,0.62
JTEKTINDIA,EQ,131.12,-0.45,3636.14,0.47,0.62
NIVABUPA,EQ,83.33,0.74,15409.66,0.74,0.62
FRONTSP,EQ,1322.4,-0.59,1562.49,0.05,0.62
HOMEFIRST,EQ,1173.8,-0.23,12270.17,0.05,0.62
GOPAL,EQ,273.25,0.4,3406.52,0.23,0.62
IRBINVIT,IV,64.86,0.68,8312.46,0.95,0.62
MOM30IETF,EQ,31.65,0,554.61,1.95,0.62
MARKOLINES,EQ,173.7,-0.81,385.68,0.35,0.61
AASTHA,EQ,73.08,-1.66,322.59,0.84,0.61
BOMDYEING,EQ,113.95,-0.39,2353.47,0.54,0.61
SPANDANA,EQ,244.75,-0.43,1745.19,0.25,0.61
MOMIDMTM,EQ,65.04,0,48.94,0.93,0.61
MENONBE,BE,241.16,5,1351.46,0.25,0.6
KSL,EQ,837.85,-0.13,3657.47,0.07,0.6
MGSL,SM,89,14.25,129.78,0.71,0.6
PRSMJOHNSN,EQ,105.51,0.37,5310.92,0.57,0.6
MAXVOLT,SM,350.15,4.99,381.8,0.17,0.6
SATIN,EQ,226.78,0.55,2505.26,0.27,0.6
AYE,EQ,172.15,-0.39,4248.39,0.35,0.6
ITI,EQ,275.05,-0.61,26429.2,0.22,0.6
ANDHRAPAP,EQ,59.98,0.49,1192.7,1,0.6
ETHOSLTD,EQ,2750.8,0.12,7360.51,0.02,0.59
CARRARO,EQ,511.7,-0.57,2909.09,0.12,0.59
BBL,EQ,2293.6,0.39,2592.48,0.03,0.59
BBTCL,EQ,240,-1.9,492.27,0.24,0.59
SARTELE,SM,104.05,-3.88,521.78,0.56,0.59
STYL,EQ,406.2,-0.51,6572.55,0.14,0.59
GLOBUSSPR,EQ,874.7,0.42,2751.92,0.07,0.59
EXCELSOFT,EQ,73.42,-0.73,844.95,0.8,0.58
UTIAMC,EQ,905.85,-0.24,11643.69,0.06,0.58
5PAISA,EQ,380.35,-0.9,1783.17,0.15,0.58
ASALCBR,EQ,700,-1.95,1405.54,0.08,0.58
KELLTONTEC,EQ,13.49,-1.6,712.01,4.27,0.58
IRMENERGY,EQ,295,0.29,1211.26,0.19,0.58
LAOPALA,EQ,192.15,-0.19,2132.86,0.3,0.58
ARSSBL,EQ,506.4,-0.35,3193.68,0.11,0.57
UTKARSHBNK,EQ,13.99,-0.36,2489.55,4.11,0.57
ORIENTHOT,EQ,122.98,-0.98,2196.41,0.47,0.57
PREMIERPOL,EQ,75.59,2.77,791.75,0.76,0.57
FLAIR,EQ,256.45,1,2702.86,0.22,0.57
