SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,LTP,INDICATIVE CLOSE,CHANGE,% CHANGE,VOLUME (shares),VALUE (Crores),52W H,52W L,30 D %CHNG,365 D %CHNG
"POLICYBZR","1,730.60","1,755.90","1,725.20","1,741.00","1,752.80","-","11.8","0.68","131919","22.98","1,974.00","1,364.00","10.61","-5.08"
"AUBANK","1,080.00","1,092.50","1,075.30","1,081.90","1,088.90","-","7","0.65","101429","11.00","1,105.90","682.15","5.02","44.14"
"ALKEM","5,379.50","5,483.00","5,312.00","5,368.00","5,402.00","-","34","0.63","45347","24.65","5,933.50","5,075.00","-3.51","0.38"
"DIVISLAB","8,532.00","8,550.00","8,493.00","8,477.00","8,528.50","-","51.5","0.61","26611","22.69","8,674.00","5,636.50","16.96","38.23"
"EICHERMOT","8,058.00","8,165.00","8,057.00","8,066.50","8,112.00","-","45.5","0.56","46728","38.02","8,230.00","5,710.00","6.65","39.95"
"PAYTM","1,603.00","1,619.00","1,600.50","1,603.00","1,611.90","-","8.9","0.56","268869","43.28","1,657.60","930.60","18.92","39.23"
"MAZDOCK","2,594.90","2,619.50","2,583.00","2,580.00","2,594.30","-","14.3","0.55","213633","55.55","3,061.40","2,057.40","10.12","-5.2"
"SRF","2,600.00","2,624.10","2,595.10","2,606.00","2,620.20","-","14.2","0.54","19941","5.21","3,210.00","2,355.00","-9.35","-8.3"
"MCX","2,913.10","2,944.00","2,892.10","2,911.50","2,927.00","-","15.5","0.53","232581","67.78","3,480.00","1,460.80","5.97","-64.27"
"APOLLOHOSP","8,917.50","8,984.00","8,905.50","8,920.50","8,965.00","-","44.5","0.5","60830","54.49","9,050.00","6,696.50","1.07","14.05"
"DALBHARAT","1,856.40","1,856.60","1,832.10","1,842.00","1,850.80","-","8.8","0.48","9923","1.83","2,496.30","1,605.00","1.03","-18.87"
"TITAN","5,056.20","5,099.40","5,037.20","5,056.20","5,078.90","-","22.7","0.45","56505","28.70","5,168.00","3,303.10","9.01","44.9"
"CGPOWER","893.20","898.00","889.55","890.15","894.10","-","3.95","0.44","267190","23.88","980.90","525.50","-1.64","33.67"
"KOTAKBANK","389.00","393.20","389.00","391.15","392.80","-","1.65","0.42","364992","14.29","453.20","345.50","0.31","-80.23"
"MARUTI","13,834.00","13,894.00","13,804.00","13,834.00","13,890.00","-","56","0.4","13589","18.83","17,370.00","12,201.00","0.22","6.94"
"KAYNES","3,679.10","3,689.00","3,635.00","3,660.20","3,674.30","-","14.1","0.39","131794","48.32","7,705.00","2,995.00","8.1","-40.16"
"DIXON","14,190.00","14,287.00","14,127.00","14,130.00","14,176.00","-","46","0.33","35889","50.94","18,471.00","9,600.00","-1.39","-12.73"
"HDFCAMC","2,481.60","2,496.90","2,471.00","2,485.00","2,493.00","-","8","0.32","35291","8.76","2,967.25","2,205.60","-6.27","-54.74"
"NAUKRI","1,341.00","1,361.50","1,340.70","1,343.00","1,346.90","-","3.9","0.29","83464","11.29","1,437.80","908.30","13.12","-1.64"
"ASIANPAINT","2,694.50","2,714.60","2,694.20","2,696.30","2,704.10","-","7.8","0.29","38787","10.49","2,985.70","2,115.00","0.27","6.63"
"MOTHERSON","168.10","169.25","167.58","168.30","168.73","-","0.43","0.26","712847","12.01","172.00","91.10","16.74","80.77"
"SUZLON","47.10","47.31","46.90","47.10","47.22","-","0.12","0.25","4896365","23.06","61.64","38.19","-9.41","-21.58"
"RECLTD","335.50","336.40","333.20","335.00","335.85","-","0.85","0.25","559506","18.71","390.50","304.05","-5.66","-12.2"
"FORCEMOT","18,300.00","18,460.00","18,261.00","18,361.00","18,405.00","-","44","0.24","8556","15.73","26,450.00","14,911.00","0.64","-6.67"
"PIDILITIND","1,689.80","1,700.00","1,689.80","1,693.00","1,697.10","-","4.1","0.24","33944","5.76","1,707.50","1,259.00","8.1","-45.13"
"BEL","411.00","413.15","409.10","410.80","411.65","-","0.85","0.21","1363030","56.08","473.45","361.20","0.33","6.73"
"M&M","3,428.30","3,451.90","3,425.00","3,428.30","3,435.10","-","6.8","0.2","222527","76.49","3,839.90","2,896.00","7.84","4.99"
"INOXWIND","74.18","74.18","73.32","73.67","73.81","-","0.14","0.19","816646","6.01","159.30","72.70","-5.7","-46.24"
"IOC","139.20","139.80","138.40","139.40","139.66","-","0.26","0.19","810435","11.26","188.96","130.22","-1.62","-0.52"
"PREMIERENE","1,021.00","1,025.50","1,013.00","1,017.30","1,019.20","-","1.9","0.19","59027","6.01","1,134.00","660.00","-6.34","3.14"
"ADANIENSOL","1,621.00","1,627.90","1,611.80","1,616.00","1,618.90","-","2.9","0.18","404584","65.57","1,789.00","744.90","-6.19","108.3"
"JUBLFOOD","504.20","508.20","502.55","504.10","505.00","-","0.9","0.18","269558","13.61","670.45","408.55","20.84","-20.22"
"SHRIRAMFIN","1,116.00","1,125.10","1,112.20","1,122.00","1,124.00","-","2","0.18","208617","23.34","1,153.70","566.50","8.42","82.01"
"ICICIGI","1,629.20","1,634.80","1,620.00","1,630.00","1,632.60","-","2.6","0.16","44992","7.32","2,064.90","1,544.60","1.1","-14.13"
"FEDERALBNK","351.25","353.00","349.65","351.30","351.85","-","0.55","0.16","287388","10.08","371.70","188.40","0.66","79.36"
"POWERGRID","266.05","266.50","265.25","266.05","266.45","-","0.4","0.15","441629","11.74","324.95","250.00","-6.17","-7.85"
"NAM-INDIA","1,167.10","1,174.20","1,155.10","1,167.90","1,169.30","-","1.4","0.12","160601","18.71","1,233.50","780.25","-1.57","45.16"
"HEROMOTOCO","5,765.00","5,811.50","5,752.50","5,790.00","5,797.00","-","7","0.12","33363","19.33","6,388.50","4,671.50","17.93","22.98"
"VEDL","268.00","269.90","267.05","267.50","267.80","-","0.3","0.11","834817","22.39","795.00","249.70","5.71","-37.82"
"MFSL","1,533.00","1,543.70","1,522.20","1,538.10","1,539.60","-","1.5","0.1","64833","9.93","1,892.50","1,433.60","0.01","-3.77"
"BAJAJFINSV","2,001.40","2,012.60","1,997.20","2,008.30","2,009.60","-","1.3","0.06","36827","7.39","2,195.00","1,597.00","8.32","4.32"
"SIEMENS","3,940.00","3,948.80","3,925.30","3,940.00","3,942.00","-","2","0.05","16570","6.52","4,097.90","2,826.00","7.69","24.33"
"RADICO","4,657.80","4,658.30","4,628.80","4,650.00","4,652.30","-","2.3","0.05","26154","12.15","4,675.20","2,500.00","13.47","62.72"
"GLENMARK","2,329.70","2,335.00","2,314.90","2,318.40","2,318.90","-","0.5","0.02","27474","6.38","2,474.00","1,792.60","3.71","13.39"
"NBCC","89.46","89.80","88.54","89.15","89.17","-","0.17","0.19","1782425","15.87","125.85","77.18","-8.33","-13.83"
"BAJAJ-AUTO","11,700.00","11,758.00","11,688.00","11,700.00","11,702.00","-","2","0.02","11029","12.92","11,863.00","8,198.00","12.04","42.45"
"JINDALSTEL","1,090.10","1,096.90","1,090.10","1,091.50","1,091.50","-","0","0","22744","2.48","1,306.20","943.30","6.49","11.9"
"AXISBANK","1,220.00","1,224.40","1,213.60","1,217.40","1,217.40","-","0","0","567819","69.18","1,418.30","1,042.50","-8.36","13.97"
"INDHOTEL","720.00","721.40","716.05","720.00","719.95","-","-0.05","-0.01","67340","4.84","811.95","565.00","-1.09","-7.02"
"OFSS","11,815.00","11,866.00","11,746.00","11,828.00","11,826.00","-","-2","-0.02","19509","23.03","11,979.00","6,234.50","0.48","37.75"
"HINDPETRO","372.00","373.65","367.00","373.50","373.40","-","-0.1","-0.03","1265880","46.81","508.45","316.20","-6.72","-5.29"
"TORNTPHARM","4,828.00","4,859.50","4,814.00","4,833.00","4,831.00","-","-2","-0.04","12567","6.08","5,250.00","3,480.60","1.47","33.4"
"UNITDSPR","1,536.00","1,538.00","1,523.50","1,536.00","1,535.20","-","-0.8","-0.05","20653","3.16","1,548.70","1,210.80","11.64","16.43"
"SAIL","168.61","170.36","168.61","169.51","169.42","-","-0.09","-0.05","910288","15.45","209.70","118.10","3.97","40.82"
"BPCL","319.00","319.75","314.95","319.45","319.25","-","-0.2","-0.06","444178","14.06","391.65","266.60","1.24","0.44"
"COFORGE","1,811.50","1,821.00","1,801.00","1,812.00","1,810.90","-","-1.1","-0.06","136592","24.69","1,989.70","1,008.10","20.13","10.35"
"YESBANK","22.67","22.68","22.45","22.67","22.65","-","-0.02","-0.09","7976663","18.00","25.78","17.20","-3.98","20.71"
"COALINDIA","407.10","407.50","405.30","407.10","406.75","-","-0.35","-0.09","226750","9.21","491.25","368.65","-4.81","5.89"
"SBILIFE","1,785.40","1,793.60","1,781.00","1,795.00","1,793.10","-","-1.9","-0.11","30340","5.42","2,132.00","1,700.40","-1.88","-2.48"
"INDIGO","5,271.00","5,326.00","5,262.50","5,310.00","5,304.00","-","-6","-0.11","39372","20.83","6,232.50","3,895.20","1.17","-11.54"
"DABUR","405.65","406.45","402.45","405.25","404.75","-","-0.5","-0.12","185031","7.47","577.00","402.45","-5.14","-19.1"
"LTF","307.00","307.45","304.50","306.30","305.90","-","-0.4","-0.13","395166","12.08","338.60","199.76","-1.21","51.57"
"TRENT","2,989.90","2,989.90","2,965.80","2,978.00","2,973.70","-","-4.3","-0.14","48707","14.49","3,782.67","2,183.67","4.77","-44.55"
"ADANIENT","3,049.00","3,058.60","3,030.00","3,035.10","3,030.50","-","-4.6","-0.15","170727","51.90","3,245.00","1,753.00","-3.97","33.03"
"HYUNDAI","2,198.60","2,209.60","2,192.10","2,199.00","2,195.40","-","-3.6","-0.16","25168","5.54","2,890.00","1,658.00","10.32","-1.86"
"ULTRACEMCO","11,610.00","11,612.00","11,541.00","11,619.00","11,598.00","-","-21","-0.18","8923","10.34","13,110.00","10,325.00","-0.92","-5.67"
"ICICIBANK","1,418.00","1,420.00","1,411.90","1,417.00","1,414.50","-","-2.5","-0.18","587069","83.11","1,480.00","1,187.60","-1.89","-0.72"
"OBEROIRLTY","1,849.00","1,849.50","1,832.90","1,846.00","1,842.60","-","-3.4","-0.18","20184","3.71","1,986.10","1,391.20","-2.58","14.01"
"TATACONSUM","1,083.80","1,084.50","1,075.00","1,079.50","1,077.40","-","-2.1","-0.19","49754","5.37","1,282.70","1,007.20","-0.84","2.69"
"LICHSGFIN","500.00","500.05","496.60","500.00","499.05","-","-0.95","-0.19","183145","9.12","598.20","458.90","-9.07","-12.17"
"HDFCBANK","727.05","729.15","724.50","727.00","725.60","-","-1.4","-0.19","1465702","106.37","1,020.50","722.00","-11.3","-63.49"
"POWERINDIA","35,735.00","35,830.00","35,390.00","35,700.00","35,625.00","-","-75","-0.21","10559","37.57","38,785.00","16,111.00","11.3","75.04"
"BAJAJHLDNG","11,511.00","11,511.00","11,306.00","11,475.00","11,449.00","-","-26","-0.23","64659","73.43","14,763.00","8,588.00","10.36","-18.82"
"BHARTIARTL","1,984.20","1,993.20","1,979.00","1,992.10","1,987.30","-","-4.8","-0.24","1441140","286.45","2,174.50","1,740.50","4.36","6.31"
"ZYDUSLIFE","1,135.00","1,135.90","1,127.10","1,135.20","1,132.20","-","-3","-0.26","83924","9.49","1,205.00","835.50","-0.74","14.81"
"LICI","413.45","414.55","411.10","413.50","412.40","-","-1.1","-0.27","664049","27.37","468.48","360.75","-4.53","-53.42"
"RELIANCE","1,314.00","1,314.10","1,305.10","1,310.00","1,306.50","-","-3.5","-0.27","1013147","132.50","1,611.80","1,249.80","-1.3","-4.64"
"LUPIN","2,231.50","2,243.80","2,224.00","2,235.00","2,228.80","-","-6.2","-0.28","56963","12.72","2,529.50","1,875.00","-8.52","13.94"
"PERSISTENT","5,580.50","5,609.00","5,540.50","5,580.00","5,563.50","-","-16.5","-0.3","37673","20.97","6,599.00","4,244.50","7.64","5.5"
"CAMS","762.20","763.95","755.55","762.25","759.90","-","-2.35","-0.31","275318","20.90","844.90","611.40","1.48","-80.3"
"ADANIPOWER","205.25","205.75","204.56","205.25","204.60","-","-0.65","-0.32","1398528","28.68","254.20","116.22","-4.29","-64.86"
"VBL","435.10","435.90","432.25","435.00","433.60","-","-1.4","-0.32","126171","5.47","555.80","381.00","-6.12","-13.32"
"KALYANKJIL","609.00","609.50","603.25","608.25","606.20","-","-2.05","-0.34","640962","38.85","648.95","327.05","5.89","14.01"
"IEX","124.75","124.75","123.78","124.75","124.33","-","-0.42","-0.34","178757","2.22","160.27","114.60","1.59","-11.06"
"HAVELLS","1,305.00","1,305.00","1,281.70","1,298.00","1,293.40","-","-4.6","-0.35","88084","11.35","1,621.10","1,123.60","9.32","-12.25"
"BDL","1,413.20","1,427.70","1,378.60","1,398.00","1,393.00","-","-5","-0.36","1261580","176.84","1,654.00","1,086.00","11.41","-11.4"
"BAJFINANCE","1,080.00","1,087.90","1,078.80","1,087.00","1,082.90","-","-4.1","-0.38","451194","48.81","1,176.40","787.90","2.91","26.18"
"CONCOR","530.00","530.00","521.60","527.00","525.00","-","-2","-0.38","112974","5.93","569.80","421.45","8.24","-0.9"
"TATAPOWER","382.05","382.65","379.80","382.05","380.55","-","-1.5","-0.39","265510","10.11","464.90","342.50","1.27","-0.84"
"GODREJPROP","1,990.00","1,997.20","1,975.10","1,990.00","1,982.00","-","-8","-0.4","59826","11.89","2,352.00","1,434.00","-5.33","2.76"
"RBLBANK","384.90","384.90","381.85","385.00","383.45","-","-1.55","-0.4","120482","4.61","392.70","243.25","4.59","52.87"
"PHOENIXLTD","1,891.00","1,891.70","1,876.30","1,890.00","1,882.20","-","-7.8","-0.41","47593","8.95","2,169.80","1,420.20","-8.95","32.17"
"MARICO","865.20","867.35","858.20","865.20","861.50","-","-3.7","-0.43","64459","5.55","889.10","690.30","2.51","21.76"
"NYKAA","330.80","330.80","327.40","331.00","329.50","-","-1.5","-0.45","180278","5.93","348.00","211.16","2.46","53.85"
"MANKIND","2,419.00","2,423.00","2,404.20","2,425.20","2,414.20","-","-11","-0.45","24034","5.80","2,674.00","1,909.70","-2.38","-1.92"
"ETERNAL","317.60","321.90","316.20","318.50","317.05","-","-1.45","-0.46","5000519","159.56","368.45","212.60","11.13","0.03"
"CUMMINSIND","5,359.50","5,402.50","5,338.50","5,400.00","5,374.00","-","-26","-0.48","39247","21.03","6,100.00","3,729.50","-0.88","42.69"
"DELHIVERY","458.70","459.40","453.20","459.70","457.45","-","-2.25","-0.49","283457","12.91","524.00","374.45","-6.59","-0.95"
"NTPC","340.00","340.30","338.00","340.00","338.30","-","-1.7","-0.5","234698","7.94","414.40","315.55","-0.54","0.19"
"ADANIPORTS","1,700.00","1,704.00","1,685.60","1,700.00","1,691.50","-","-8.5","-0.5","284787","48.16","1,891.10","1,290.50","-7.48","30.74"
"PGEL","600.10","603.85","594.25","601.00","598.00","-","-3","-0.5","160733","9.62","644.40","436.55","-2.7","22.74"
"SUNPHARMA","1,945.00","1,949.80","1,914.80","1,930.00","1,920.20","-","-9.8","-0.51","129514","24.95","2,046.90","1,548.00","-0.13","17.58"
"BRITANNIA","5,546.00","5,557.00","5,513.50","5,558.00","5,529.00","-","-29","-0.52","16711","9.25","6,336.00","5,035.00","2.69","4.82"
"ASTRAL","1,550.00","1,559.00","1,542.00","1,556.30","1,548.10","-","-8.2","-0.53","53811","8.33","1,768.70","1,270.30","12.96","21.66"
"PFC","376.00","377.00","372.15","376.00","374.00","-","-2","-0.53","591991","22.14","486.50","329.90","-7.13","-9.72"
"FORTIS","923.50","927.80","917.45","929.00","924.00","-","-5","-0.54","70414","6.51","1,104.30","766.80","-2.46","-0.32"
"GRASIM","3,240.00","3,258.40","3,227.00","3,248.70","3,231.00","-","-17.7","-0.54","31929","10.34","3,411.10","2,502.50","4.47","17.5"
"WAAREEENER","2,682.00","2,688.20","2,660.80","2,682.00","2,667.10","-","-14.9","-0.56","48194","12.87","3,865.00","2,403.00","-5.59","-6.97"
"ICICIPRULI","509.15","511.40","505.25","509.15","506.30","-","-2.85","-0.56","72361","3.67","706.80","459.50","2.41","-18.74"
"GVT&D","4,371.60","4,375.00","4,302.60","4,350.00","4,325.00","-","-25","-0.57","59644","25.83","5,650.00","2,523.20","-0.85","52.94"
"LT","4,041.00","4,050.00","4,026.00","4,057.00","4,033.70","-","-23.3","-0.57","58839","23.73","4,440.00","3,288.10","6.36","10.33"
"PRESTIGE","1,594.00","1,598.20","1,578.00","1,592.50","1,583.50","-","-9","-0.57","15473","2.45","1,805.20","1,090.00","-5.94","-0.52"
"GODREJCP","934.30","936.00","926.90","934.30","928.80","-","-5.5","-0.59","134274","12.48","1,309.00","906.30","-12.84","-21.15"
"CIPLA","1,445.40","1,449.00","1,438.50","1,450.00","1,441.40","-","-8.6","-0.59","41855","6.04","1,673.00","1,165.70","2.21","-7.29"
"DLF","666.70","667.00","659.50","665.00","661.10","-","-3.9","-0.59","210023","13.90","794.80","489.40","-0.42","-11.52"
"TIINDIA","2,730.00","2,740.00","2,685.00","2,733.50","2,717.20","-","-16.3","-0.6","81017","21.94","3,419.90","2,164.90","-5.37","-10.77"
"TATASTEEL","183.50","184.28","182.22","183.50","182.39","-","-1.11","-0.6","1160005","21.21","224.40","153.05","-1.29","18.16"
"INDUSTOWER","383.80","385.00","381.55","384.35","382.00","-","-2.35","-0.61","151855","5.82","481.50","312.55","-4.75","15.42"
"NESTLEIND","1,500.00","1,503.70","1,489.20","1,499.10","1,489.80","-","-9.3","-0.62","57137","8.54","1,553.00","1,084.70","5.04","37.61"
"HINDUNILVR","2,070.90","2,074.50","2,057.00","2,077.00","2,064.00","-","-13","-0.63","55328","11.41","2,750.00","2,016.00","-3.12","-16.27"
"IDEA","14.11","14.14","13.92","14.11","14.02","-","-0.09","-0.64","66961489","93.81","15.34","6.12","2.69","129.43"
"SWIGGY","277.00","277.00","273.65","276.30","274.45","-","-1.85","-0.67","834484","22.97","474.00","235.75","-0.21","-30.65"
"IREDA","116.25","116.94","115.00","116.25","115.46","-","-0.79","-0.68","800117","9.24","163.35","108.65","-4.43","-19.19"
"DMART","4,050.00","4,050.00","4,021.40","4,060.00","4,032.00","-","-28","-0.69","19487","7.86","4,949.50","3,529.00","2.74","-6.84"
"ITC","278.20","278.20","275.30","278.20","276.25","-","-1.95","-0.7","1041325","28.75","427.00","275.00","-0.89","-32.39"
"KFINTECH","945.20","945.20","925.70","940.00","933.35","-","-6.65","-0.71","138929","12.95","1,215.00","784.95","5.87","-16.73"
"JSWSTEEL","1,263.60","1,270.00","1,250.40","1,270.00","1,260.80","-","-9.2","-0.72","138967","17.48","1,335.00","1,022.30","2.64","21.47"
"AMBUJACEM","417.00","417.05","413.55","417.50","414.45","-","-3.05","-0.73","179975","7.46","605.45","394.00","-4.79","-27.77"
"COLPAL","1,981.00","1,981.00","1,962.00","1,981.00","1,966.40","-","-14.6","-0.74","21504","4.23","2,504.00","1,782.00","-3.01","-8.03"
"GODFRYPHLP","2,147.00","2,148.90","2,127.80","2,149.00","2,133.00","-","-16","-0.74","19218","4.10","3,947.00","1,832.10","1.85","-78.9"
"ADANIGREEN","1,346.90","1,346.90","1,335.10","1,348.00","1,337.90","-","-10.1","-0.75","104888","14.05","1,631.50","765.00","-10.96","46.92"
"BLUESTARCO","1,502.00","1,507.70","1,476.20","1,508.00","1,496.00","-","-12","-0.8","163345","24.27","2,040.00","1,450.00","-10.61","-15.53"
"CHOLAFIN","1,888.00","1,888.00","1,870.10","1,894.40","1,879.30","-","-15.1","-0.8","55298","10.37","1,952.50","1,299.40","4.96","29.62"
"TECHM","1,621.00","1,638.90","1,612.40","1,632.80","1,619.40","-","-13.4","-0.82","91740","14.89","1,854.00","1,304.10","3.81","9.83"
"PIIND","2,490.10","2,490.20","2,461.10","2,490.10","2,469.70","-","-20.4","-0.82","22474","5.55","3,917.80","2,457.00","-5.1","-32.52"
"RVNL","227.00","227.34","224.84","227.35","225.49","-","-1.86","-0.82","482948","10.89","400.70","220.16","0.85","-29.85"
"SBICARD","632.85","633.05","626.20","633.00","627.70","-","-5.3","-0.84","136814","8.62","965.00","565.45","-3.31","-19.81"
"MANAPPURAM","347.05","347.70","344.20","349.00","346.05","-","-1.95","-0.56","622806","21.51","381.55","245.15","7.24","31.2"
"CROMPTON","248.05","249.40","245.40","248.30","246.20","-","-2.1","-0.85","205842","5.09","337.50","217.40","-3.2","-22.36"
"SBIN","1,064.20","1,064.20","1,055.00","1,067.70","1,058.30","-","-9.4","-0.88","552652","58.45","1,234.70","798.50","2.24","29.18"
"JIOFIN","249.05","249.30","245.75","249.05","246.85","-","-2.2","-0.88","3399224","83.80","333.70","223.30","2.5","-23.93"
"SHREECEM","24,790.00","24,790.00","24,510.00","24,795.00","24,575.00","-","-220","-0.89","2145","5.27","31,920.00","22,550.00","-6.49","-18.44"
"PNBHOUSING","1,140.00","1,148.00","1,135.20","1,150.50","1,140.00","-","-10.5","-0.91","51079","5.82","1,174.80","729.60","4.61","50"
"NHPC","76.69","76.89","76.15","76.90","76.19","-","-0.71","-0.92","651279","4.97","89.22","71.62","-2.9","-6.58"
"ABCAPITAL","399.20","399.20","394.50","401.00","397.25","-","-3.75","-0.94","305513","12.11","430.70","268.10","-0.14","46.89"
"BANDHANBNK","174.20","174.20","172.44","174.55","172.91","-","-0.14","-0.08","460013","7.97","220.76","134.25","-18.15","6.84"
"IDFCFIRSTB","85.41","85.59","84.54","85.69","84.85","-","-0.84","-0.98","1363084","11.56","88.76","58.08","6.65","24.6"
"BANKINDIA","144.09","144.09","142.43","144.10","142.68","-","-1.42","-0.99","312272","4.46","178.36","109.85","0.65","27.31"
"INDUSINDBK","1,020.00","1,020.00","1,007.40","1,020.80","1,010.30","-","-10.5","-1.03","71808","7.26","1,077.85","710.60","-0.62","32.61"
"IRFC","87.40","87.53","86.40","87.57","86.66","-","-0.91","-1.04","1525361","13.24","137.17","86.02","-0.95","-29.66"
"ANGELONE","287.00","287.00","282.15","287.30","284.25","-","-3.05","-1.06","622738","17.65","360.45","208.63","-12.66","-89.13"
"CDSL","1,344.00","1,344.40","1,323.30","1,344.40","1,330.00","-","-14.4","-1.07","167542","22.25","1,673.70","1,116.30","-5.2","-13.81"
"DRREDDY","1,204.40","1,204.40","1,178.20","1,200.00","1,186.80","-","-13.2","-1.1","305169","36.18","1,414.90","1,101.00","-0.92","-4.79"
"TATAELXSI","3,772.60","3,775.00","3,717.80","3,772.70","3,730.60","-","-42.1","-1.12","19781","7.40","5,950.00","3,353.90","7.69","-33.6"
"GAIL","173.71","173.79","172.60","174.90","172.90","-","-2","-1.14","506672","8.77","186.87","134.36","2.16","0.56"
"WIPRO","183.50","183.71","181.40","184.00","181.86","-","-2.14","-1.16","639150","11.66","273.10","169.00","4.55","-25.45"
"BANKBARODA","247.60","248.00","244.82","248.22","245.23","-","-2.99","-1.2","659543","16.20","325.50","230.81","0.58","2.24"
"JSWENERGY","558.70","559.90","553.05","560.00","553.20","-","-6.8","-1.21","92376","5.13","617.35","427.75","3.47","5.83"
"TCS","2,351.00","2,361.10","2,320.30","2,361.00","2,332.20","-","-28.8","-1.22","322923","75.38","3,350.00","1,976.80","4.05","-21.88"
"TMPV","334.00","334.20","330.10","334.50","330.30","-","-4.2","-1.26","1138236","37.71","739.70","294.30","-0.33","0"
